sample_name	abundance_gbr	abundance_world	algal_contact_types	anonymized_name	binary_algal_contact	binary_cca_contact	binary_disease	binary_macroalgal_contact	binary_tissue_loss	binary_turf_contact	biological_sample_notes	biologicalmatter	calcifies	cca_contact_percent	cca_overgrown	collected_by	collection_id	collection_time	collection_timestamp	coloniality	colony_height_m	colony_maximum_diameter	colony_maximum_diameter_2	colony_maximum_diameter_unit	colony_maximum_diameter_universal	colony_maximum_gcmp_recorded	colony_name	colony_width1	colony_width2	common_name	compartment_replicates	compartment_separation_notes	complex_robust	concatenated_date	contact_description	coral_color	coral_color_additional	coral_contact_types	corallite_type	corallite_width_maximum	corallite_width_maximum_unit	corallite_width_minimum	corallite_width_minimum_unit	country	cyanobacteria_contact	cyanobacteria_overgrown	cyanobacteria_percent	daily_replicate	date	depth	depth_lower	depth_lower_unit	depth_method	depth_upper	depth_upper_unit	description	disease_name	disease_percent	dna_extracted	dominant_cover_2m	eastern_most_range_edge	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	expedition_number	family	field_host_genus_id	field_host_name	field_host_species_id	full_location	full_taxonomy_string_with_clade	functional_group_sensu_darling	genus_fossil_age	genus_fossil_age_unit	geo_loc_name	geographic_area	growth_form_typical	growth_outline_type	hemisphere	host_clade_sensu_fukami	host_clade_sensu_fukami_numeric	host_common_name	host_genus	host_genus_id	host_name	host_scientific_name	host_species	host_species_id	host_subject_id	host_taxid	huang_roy_tree_name	invertebrate_contact_types	iucn_red_list_category	latitude	local_colony_name	local_sample_id	longitude	macroalgal_contact_types	mode_of_larval_development	n_algal_contacts	n_macroalgal_contacts	ncbi_inherited_blast_name	northern_most_range_edge	ocean	ocean_area	ocean_superregion	oocyte_size_at_maturity	oocyte_size_at_maturity_unit	orig_sample_name	outgroup	oxygen	oz_disease_mean	oz_disease_sd	par_method	parrotfish_bites	pcrtubeno	photosynthetically_active_radiation	physical_specimen_location	physical_specimen_remaining	political_area	prop_colony_maximum_diameter	prop_colony_maximum_diameter_universal	prop_colony_maximum_gcmp_recorded	propagule_size_on_release_max	propagule_size_on_release_max_unit	propagule_size_on_release_mean	propagule_size_on_release_mean_unit	qiita_study_id	range_size	range_size_unit	reef_name	reef_type	relevant_collaborators	salinity	sample_type	sample_type_gcmp	sampling_expedition	scientific_name	seagrass_contact	sediment_contact	sexual_system	shelf_location	site_name	skeletal_band_color	skeletal_density	skeletal_density_unit	southern_most_range_edge	species_age_phylogeny	species_age_phylogeny_unit	species_notes	substrate	substrate_attachment	surface_temperature	symbio_its2_sequenced	symbiodinium_sp__in_propagules	synonyms	taxon_id	taxonomy_string_to_clade	taxonomy_string_to_class	taxonomy_string_to_family	taxonomy_string_to_order	taxonomy_string_to_subclass	temperature	tissue_compartment	tissue_loss_percent	title	turf_contact_percent	turf_overgrown	visibility	visibility_method	water_clarity_preference	wave_exposure_preference	western_most_range_edge	zooxanthellate
10895.E5.17.Orb.fave.2.20150305.T	Not collected	common	Halimeda	747	y	Not collected	Not collected	y	Not collected	n	None	Coral Tissue	y	Not collected	None	Monica Medina	Varadero_20150305	11:15	3/5/15 11:15	Not collected	210	200	Not collected	cm	Not collected	Not collected	E5.17.Orb.fave.2.20150305	170	150	Not collected	1	None	robust	20150305	Aaga; Mali, Aten; Halimeda, Cespedas,espon	Not collected	Not collected	None	plocoid	Not collected	Not collected	Not collected	Not collected	Colombia	n	None	0	2	3/5/15	3.3528	40	m	measured	0.5	m	Coral Tissue from Orbicella faveolata sampled from Cartagena, Colombia as sample E5.17.Orb.fave2.Cart.20150305 of the Global Coral Microbiome Project	Not collected	Not collected	TRUE	Not collected	Not collected	0	Host-asssociated	Animal	Animal corpus	marine coral reef biome	animal-associated habitat	organic material	host-associated	E5	Merulinidae	Orbicella	Orbicella faveolata	faveolata	Atlantic;Atlantic;Caribbean;Colombia;N;Cartagena;Varadero	Cnidaria_Anthozoa_Scleractinia_XVII_Orbicella_faveolata	Generalist	130	mya	Colombia	n	Not collected	Not collected	Northern	XVII	17	stony corals	Orbicella	Orbicella	Orbicella faveolata	Orbicella faveolata	faveolata	faveolata	E5.17.Orb.fave.2.20150305.T	48498	FAV_Montastraea_faveolata	sponge	EN	10.3025	C_17_Orb_fave2_Cart_20150305	C_17_Orb_fave2_Cart_20150305	-75.585333	Halimeda	spawner	1	1	stony corals	Not collected	Atlantic	Caribbean	Atlantic	Not collected	Not collected	747	n	Not collected	Not collected	Not collected	Not collected	n	747	Not collected	Medina Lab, Penn State, USA can be reextracted	FALSE	Colombia	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	10895	Not collected	Not collected	Varadero	Fringing Reef	Not collected	Not collected	coral	Coral Tissue	E5_Cartagena_Colombia_2015	coral reef metagenome	y	n	hermaphrodite	inshore	Cartagena	Not collected	1.18	g cm-3	Not collected	0.249039798	mya	None	Not collected	Not collected	Not collected	n	no	Montastraea faveolata	471232	Cnidaria_Anthozoa_Scleractinia_XVII	Cnidaria_Anthozoa	Cnidaria_Anthozoa_Scleractinia_Merulinidae	Cnidaria_Anthozoa_Scleractinia	Cnidaria_Anthozoa_Hexacorallia	28	T	Not collected	GCMP	0	None	Not collected	None	Not collected	Not collected	Not collected	zooxanthellate
10895.E5.17.Orb.fave.2.20150308.M	Not collected	common	turf	607	y	Not collected	Not collected	n	Not collected	y	None	Coral Mucus	y	Not collected	None	Monica Medina	Varadero_20150308	8:42	3/8/15 8:42	Not collected	58	200	Not collected	cm	Not collected	Not collected	E5.17.Orb.fave.2.20150308	32	56	Not collected	1	None	robust	20150308	sponge, turf	Not collected	Not collected	None	plocoid	Not collected	Not collected	Not collected	Not collected	Colombia	n	None	0	2	3/8/15	7.5	40	m	measured	0.5	m	Coral Mucus from Orbicella faveolata sampled from Cartagena, Colombia as sample E5.17.Orb.fave5.Cart.20150308 of the Global Coral Microbiome Project	Not collected	Not collected	TRUE	Not collected	Not collected	0	Host-asssociated	Animal	Animal secretion	marine coral reef biome	animal-associated habitat	organic material	host-associated	E5	Merulinidae	Orbicella	Orbicella faveolata	faveolata	Atlantic;Atlantic;Caribbean;Colombia;N;Cartagena;Varadero	Cnidaria_Anthozoa_Scleractinia_XVII_Orbicella_faveolata	Generalist	130	mya	Colombia	n	Not collected	Not collected	Northern	XVII	17	stony corals	Orbicella	Orbicella	Orbicella faveolata	Orbicella faveolata	faveolata	faveolata	E5.17.Orb.fave.2.20150308	48498	FAV_Montastraea_faveolata	sponge	EN	10.276389	C_17_Orb_fave5_Cart_20150308	C_17_Orb_fave5_Cart_20150308	-75.596944	None	spawner	1	0	stony corals	Not collected	Atlantic	Caribbean	Atlantic	Not collected	Not collected	607	n	Not collected	Not collected	Not collected	Not collected	n	607	Not collected	Medina Lab, Penn State, USA can be reextracted	FALSE	Colombia	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	10895	Not collected	Not collected	Varadero	Fringing Reef	Not collected	Not collected	coral	Coral Mucus	E5_Cartagena_Colombia_2015	coral reef metagenome	n	n	hermaphrodite	inshore	Cartagena	Not collected	1.18	g cm-3	Not collected	0.249039798	mya	None	Not collected	Not collected	Not collected	n	no	Montastraea faveolata	471232	Cnidaria_Anthozoa_Scleractinia_XVII	Cnidaria_Anthozoa	Cnidaria_Anthozoa_Scleractinia_Merulinidae	Cnidaria_Anthozoa_Scleractinia	Cnidaria_Anthozoa_Hexacorallia	26	M	Not collected	GCMP	Not collected	None	Not collected	None	Not collected	Not collected	Not collected	zooxanthellate
10895.E5.17.Orb.fave.2.20150308.S	Not collected	common	turf	608	y	Not collected	Not collected	n	Not collected	y	None	Coral Skeleton	y	Not collected	None	Monica Medina	Varadero_20150308	8:42	3/8/15 8:42	Not collected	58	200	Not collected	cm	Not collected	Not collected	E5.17.Orb.fave.2.20150308	32	56	Not collected	1	None	robust	20150308	sponge, turf	Not collected	Not collected	None	plocoid	Not collected	Not collected	Not collected	Not collected	Colombia	n	None	0	2	3/8/15	7.5	40	m	measured	0.5	m	Coral Skeleton from Orbicella faveolata sampled from Cartagena, Colombia as sample E5.17.Orb.fave5.Cart.20150308 of the Global Coral Microbiome Project	Not collected	Not collected	TRUE	Not collected	Not collected	0	Host-asssociated	Animal	Animal corpus	marine coral reef biome	animal-associated habitat	organic material	host-associated	E5	Merulinidae	Orbicella	Orbicella faveolata	faveolata	Atlantic;Atlantic;Caribbean;Colombia;N;Cartagena;Varadero	Cnidaria_Anthozoa_Scleractinia_XVII_Orbicella_faveolata	Generalist	130	mya	Colombia	n	Not collected	Not collected	Northern	XVII	17	stony corals	Orbicella	Orbicella	Orbicella faveolata	Orbicella faveolata	faveolata	faveolata	E5.17.Orb.fave.2.20150308.S	48498	FAV_Montastraea_faveolata	sponge	EN	10.276389	C_17_Orb_fave5_Cart_20150308	C_17_Orb_fave5_Cart_20150308	-75.596944	None	spawner	1	0	stony corals	Not collected	Atlantic	Caribbean	Atlantic	Not collected	Not collected	608	n	Not collected	Not collected	Not collected	Not collected	n	608	Not collected	Medina Lab, Penn State, USA can be reextracted	FALSE	Colombia	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	10895	Not collected	Not collected	Varadero	Fringing Reef	Not collected	Not collected	coral	Coral Skeleton	E5_Cartagena_Colombia_2015	coral reef metagenome	n	n	hermaphrodite	inshore	Cartagena	Not collected	1.18	g cm-3	Not collected	0.249039798	mya	None	Not collected	Not collected	Not collected	n	no	Montastraea faveolata	471232	Cnidaria_Anthozoa_Scleractinia_XVII	Cnidaria_Anthozoa	Cnidaria_Anthozoa_Scleractinia_Merulinidae	Cnidaria_Anthozoa_Scleractinia	Cnidaria_Anthozoa_Hexacorallia	26	S	Not collected	GCMP	Not collected	None	Not collected	None	Not collected	Not collected	Not collected	zooxanthellate
10895.E5.17.Orb.fave.2.20150308.T	Not collected	common	turf	609	y	Not collected	Not collected	n	Not collected	y	None	Coral Tissue	y	Not collected	None	Monica Medina	Varadero_20150308	8:42	3/8/15 8:42	Not collected	58	200	Not collected	cm	Not collected	Not collected	E5.17.Orb.fave.2.20150308	32	56	Not collected	1	None	robust	20150308	sponge, turf	Not collected	Not collected	None	plocoid	Not collected	Not collected	Not collected	Not collected	Colombia	n	None	0	2	3/8/15	7.5	40	m	measured	0.5	m	Coral Tissue from Orbicella faveolata sampled from Cartagena, Colombia as sample E5.17.Orb.fave5.Cart.20150308 of the Global Coral Microbiome Project	Not collected	Not collected	TRUE	Not collected	Not collected	0	Host-asssociated	Animal	Animal corpus	marine coral reef biome	animal-associated habitat	organic material	host-associated	E5	Merulinidae	Orbicella	Orbicella faveolata	faveolata	Atlantic;Atlantic;Caribbean;Colombia;N;Cartagena;Varadero	Cnidaria_Anthozoa_Scleractinia_XVII_Orbicella_faveolata	Generalist	130	mya	Colombia	n	Not collected	Not collected	Northern	XVII	17	stony corals	Orbicella	Orbicella	Orbicella faveolata	Orbicella faveolata	faveolata	faveolata	E5.17.Orb.fave.2.20150308.T	48498	FAV_Montastraea_faveolata	sponge	EN	10.276389	C_17_Orb_fave5_Cart_20150308	C_17_Orb_fave5_Cart_20150308	-75.596944	None	spawner	1	0	stony corals	Not collected	Atlantic	Caribbean	Atlantic	Not collected	Not collected	609	n	Not collected	Not collected	Not collected	Not collected	n	609	Not collected	Medina Lab, Penn State, USA can be reextracted	FALSE	Colombia	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	10895	Not collected	Not collected	Varadero	Fringing Reef	Not collected	Not collected	coral	Coral Tissue	E5_Cartagena_Colombia_2015	coral reef metagenome	n	n	hermaphrodite	inshore	Cartagena	Not collected	1.18	g cm-3	Not collected	0.249039798	mya	None	Not collected	Not collected	Not collected	n	no	Montastraea faveolata	471232	Cnidaria_Anthozoa_Scleractinia_XVII	Cnidaria_Anthozoa	Cnidaria_Anthozoa_Scleractinia_Merulinidae	Cnidaria_Anthozoa_Scleractinia	Cnidaria_Anthozoa_Hexacorallia	26	T	Not collected	GCMP	Not collected	None	Not collected	None	Not collected	Not collected	Not collected	zooxanthellate
10895.E5.17.Orb.fave.3.20150305.M	Not collected	common	None	748	n	Not collected	Not collected	n	Not collected	n	None	Coral Mucus	y	Not collected	None	Monica Medina	Varadero_20150305	11:45	3/5/15 11:45	Not collected	280	200	Not collected	cm	Not collected	Not collected	E5.17.Orb.fave.3.20150305	310	250	Not collected	1	None	robust	20150305	No Mucus sample - Aaga;Ppor; Stylster,erizo;	Not collected	Not collected	None	plocoid	Not collected	Not collected	Not collected	Not collected	Colombia	n	None	0	3	3/5/15	2.7432	40	m	measured	0.5	m	Coral Mucus from Orbicella faveolata sampled from Cartagena, Colombia as sample E5.17.Orb.fave3.Cart.20150305 of the Global Coral Microbiome Project	Not collected	Not collected	TRUE	Not collected	Not collected	0	Host-asssociated	Animal	Animal secretion	marine coral reef biome	animal-associated habitat	organic material	host-associated	E5	Merulinidae	Orbicella	Orbicella faveolata	faveolata	Atlantic;Atlantic;Caribbean;Colombia;N;Cartagena;Varadero	Cnidaria_Anthozoa_Scleractinia_XVII_Orbicella_faveolata	Generalist	130	mya	Colombia	n	Not collected	Not collected	Northern	XVII	17	stony corals	Orbicella	Orbicella	Orbicella faveolata	Orbicella faveolata	faveolata	faveolata	E5.17.Orb.fave.3.20150305	48498	FAV_Montastraea_faveolata	urchin_Stylaster	EN	10.3025	C_17_Orb_fave3_Cart_20150305	C_17_Orb_fave3_Cart_20150305	-75.585333	None	spawner	0	0	stony corals	Not collected	Atlantic	Caribbean	Atlantic	Not collected	Not collected	748	n	Not collected	Not collected	Not collected	Not collected	n	748	Not collected	Medina Lab, Penn State, USA can be reextracted	FALSE	Colombia	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	10895	Not collected	Not collected	Varadero	Fringing Reef	Not collected	Not collected	coral	Coral Mucus	E5_Cartagena_Colombia_2015	coral reef metagenome	n	n	hermaphrodite	inshore	Cartagena	Not collected	1.18	g cm-3	Not collected	0.249039798	mya	None	Not collected	Not collected	Not collected	n	no	Montastraea faveolata	471232	Cnidaria_Anthozoa_Scleractinia_XVII	Cnidaria_Anthozoa	Cnidaria_Anthozoa_Scleractinia_Merulinidae	Cnidaria_Anthozoa_Scleractinia	Cnidaria_Anthozoa_Hexacorallia	28	M	Not collected	GCMP	0	None	Not collected	None	Not collected	Not collected	Not collected	zooxanthellate
10895.E5.17.Orb.fave.3.20150305.T	Not collected	common	None	749	n	Not collected	Not collected	n	Not collected	n	None	Coral Tissue	y	Not collected	None	Monica Medina	Varadero_20150305	11:45	3/5/15 11:45	Not collected	280	200	Not collected	cm	Not collected	Not collected	E5.17.Orb.fave.3.20150305	310	250	Not collected	1	None	robust	20150305	Aaga;Ppor; Stylster,erizo;	Not collected	Not collected	None	plocoid	Not collected	Not collected	Not collected	Not collected	Colombia	n	None	0	3	3/5/15	2.7432	40	m	measured	0.5	m	Coral Tissue from Orbicella faveolata sampled from Cartagena, Colombia as sample E5.17.Orb.fave3.Cart.20150305 of the Global Coral Microbiome Project	Not collected	Not collected	TRUE	Not collected	Not collected	0	Host-asssociated	Animal	Animal corpus	marine coral reef biome	animal-associated habitat	organic material	host-associated	E5	Merulinidae	Orbicella	Orbicella faveolata	faveolata	Atlantic;Atlantic;Caribbean;Colombia;N;Cartagena;Varadero	Cnidaria_Anthozoa_Scleractinia_XVII_Orbicella_faveolata	Generalist	130	mya	Colombia	n	Not collected	Not collected	Northern	XVII	17	stony corals	Orbicella	Orbicella	Orbicella faveolata	Orbicella faveolata	faveolata	faveolata	E5.17.Orb.fave.3.20150305.T	48498	FAV_Montastraea_faveolata	urchin_Stylaster	EN	10.3025	C_17_Orb_fave3_Cart_20150305	C_17_Orb_fave3_Cart_20150305	-75.585333	None	spawner	0	0	stony corals	Not collected	Atlantic	Caribbean	Atlantic	Not collected	Not collected	749	n	Not collected	Not collected	Not collected	Not collected	n	749	Not collected	Medina Lab, Penn State, USA can be reextracted	FALSE	Colombia	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	10895	Not collected	Not collected	Varadero	Fringing Reef	Not collected	Not collected	coral	Coral Tissue	E5_Cartagena_Colombia_2015	coral reef metagenome	n	n	hermaphrodite	inshore	Cartagena	Not collected	1.18	g cm-3	Not collected	0.249039798	mya	None	Not collected	Not collected	Not collected	n	no	Montastraea faveolata	471232	Cnidaria_Anthozoa_Scleractinia_XVII	Cnidaria_Anthozoa	Cnidaria_Anthozoa_Scleractinia_Merulinidae	Cnidaria_Anthozoa_Scleractinia	Cnidaria_Anthozoa_Hexacorallia	28	T	Not collected	GCMP	0	None	Not collected	None	Not collected	Not collected	Not collected	zooxanthellate
10895.E5.17.Orb.fave.3.20150308.M	Not collected	common	turf	610	y	Not collected	Not collected	n	Not collected	y	None	Coral Mucus	y	Not collected	None	Monica Medina	Varadero_20150308	8:52	3/8/15 8:52	Not collected	33	200	Not collected	cm	Not collected	Not collected	E5.17.Orb.fave.3.20150308	21	28	Not collected	1	None	robust	20150308	Cnat, turf, Mfav	Not collected	Not collected	None	plocoid	Not collected	Not collected	Not collected	Not collected	Colombia	n	None	0	3	3/8/15	7.7	40	m	measured	0.5	m	Coral Mucus from Orbicella faveolata sampled from Cartagena, Colombia as sample E5.17.Orb.fave6.Cart.20150308 of the Global Coral Microbiome Project	Not collected	Not collected	TRUE	Not collected	Not collected	0	Host-asssociated	Animal	Animal secretion	marine coral reef biome	animal-associated habitat	organic material	host-associated	E5	Merulinidae	Orbicella	Orbicella faveolata	faveolata	Atlantic;Atlantic;Caribbean;Colombia;N;Cartagena;Varadero	Cnidaria_Anthozoa_Scleractinia_XVII_Orbicella_faveolata	Generalist	130	mya	Colombia	n	Not collected	Not collected	Northern	XVII	17	stony corals	Orbicella	Orbicella	Orbicella faveolata	Orbicella faveolata	faveolata	faveolata	E5.17.Orb.fave.3.20150308	48498	FAV_Montastraea_faveolata	None	EN	10.276389	C_17_Orb_fave6_Cart_20150308	C_17_Orb_fave6_Cart_20150308	-75.596944	None	spawner	1	0	stony corals	Not collected	Atlantic	Caribbean	Atlantic	Not collected	Not collected	610	n	Not collected	Not collected	Not collected	Not collected	n	610	Not collected	Medina Lab, Penn State, USA can be reextracted	FALSE	Colombia	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	10895	Not collected	Not collected	Varadero	Fringing Reef	Not collected	Not collected	coral	Coral Mucus	E5_Cartagena_Colombia_2015	coral reef metagenome	n	n	hermaphrodite	inshore	Cartagena	Not collected	1.18	g cm-3	Not collected	0.249039798	mya	None	Not collected	Not collected	Not collected	n	no	Montastraea faveolata	471232	Cnidaria_Anthozoa_Scleractinia_XVII	Cnidaria_Anthozoa	Cnidaria_Anthozoa_Scleractinia_Merulinidae	Cnidaria_Anthozoa_Scleractinia	Cnidaria_Anthozoa_Hexacorallia	26	M	Not collected	GCMP	Not collected	None	Not collected	None	Not collected	Not collected	Not collected	zooxanthellate
10895.E5.17.Orb.fave.3.20150308.S	Not collected	common	turf	611	y	Not collected	Not collected	n	Not collected	y	None	Coral Skeleton	y	Not collected	None	Monica Medina	Varadero_20150308	8:52	3/8/15 8:52	Not collected	33	200	Not collected	cm	Not collected	Not collected	E5.17.Orb.fave.3.20150308	21	28	Not collected	1	None	robust	20150308	Cnat, turf, Mfav	Not collected	Not collected	None	plocoid	Not collected	Not collected	Not collected	Not collected	Colombia	n	None	0	3	3/8/15	7.7	40	m	measured	0.5	m	Coral Skeleton from Orbicella faveolata sampled from Cartagena, Colombia as sample E5.17.Orb.fave6.Cart.20150308 of the Global Coral Microbiome Project	Not collected	Not collected	TRUE	Not collected	Not collected	0	Host-asssociated	Animal	Animal corpus	marine coral reef biome	animal-associated habitat	organic material	host-associated	E5	Merulinidae	Orbicella	Orbicella faveolata	faveolata	Atlantic;Atlantic;Caribbean;Colombia;N;Cartagena;Varadero	Cnidaria_Anthozoa_Scleractinia_XVII_Orbicella_faveolata	Generalist	130	mya	Colombia	n	Not collected	Not collected	Northern	XVII	17	stony corals	Orbicella	Orbicella	Orbicella faveolata	Orbicella faveolata	faveolata	faveolata	E5.17.Orb.fave.3.20150308.S	48498	FAV_Montastraea_faveolata	None	EN	10.276389	C_17_Orb_fave6_Cart_20150308	C_17_Orb_fave6_Cart_20150308	-75.596944	None	spawner	1	0	stony corals	Not collected	Atlantic	Caribbean	Atlantic	Not collected	Not collected	611	n	Not collected	Not collected	Not collected	Not collected	n	611	Not collected	Medina Lab, Penn State, USA can be reextracted	FALSE	Colombia	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	10895	Not collected	Not collected	Varadero	Fringing Reef	Not collected	Not collected	coral	Coral Skeleton	E5_Cartagena_Colombia_2015	coral reef metagenome	n	n	hermaphrodite	inshore	Cartagena	Not collected	1.18	g cm-3	Not collected	0.249039798	mya	None	Not collected	Not collected	Not collected	n	no	Montastraea faveolata	471232	Cnidaria_Anthozoa_Scleractinia_XVII	Cnidaria_Anthozoa	Cnidaria_Anthozoa_Scleractinia_Merulinidae	Cnidaria_Anthozoa_Scleractinia	Cnidaria_Anthozoa_Hexacorallia	26	S	Not collected	GCMP	Not collected	None	Not collected	None	Not collected	Not collected	Not collected	zooxanthellate
10895.E5.17.Orb.fave.3.20150308.T	Not collected	common	turf	612	y	Not collected	Not collected	n	Not collected	y	None	Coral Tissue	y	Not collected	None	Monica Medina	Varadero_20150308	8:52	3/8/15 8:52	Not collected	33	200	Not collected	cm	Not collected	Not collected	E5.17.Orb.fave.3.20150308	21	28	Not collected	1	None	robust	20150308	Cnat, turf, Mfav	Not collected	Not collected	None	plocoid	Not collected	Not collected	Not collected	Not collected	Colombia	n	None	0	3	3/8/15	7.7	40	m	measured	0.5	m	Coral Tissue from Orbicella faveolata sampled from Cartagena, Colombia as sample E5.17.Orb.fave6.Cart.20150308 of the Global Coral Microbiome Project	Not collected	Not collected	TRUE	Not collected	Not collected	0	Host-asssociated	Animal	Animal corpus	marine coral reef biome	animal-associated habitat	organic material	host-associated	E5	Merulinidae	Orbicella	Orbicella faveolata	faveolata	Atlantic;Atlantic;Caribbean;Colombia;N;Cartagena;Varadero	Cnidaria_Anthozoa_Scleractinia_XVII_Orbicella_faveolata	Generalist	130	mya	Colombia	n	Not collected	Not collected	Northern	XVII	17	stony corals	Orbicella	Orbicella	Orbicella faveolata	Orbicella faveolata	faveolata	faveolata	E5.17.Orb.fave.3.20150308.T	48498	FAV_Montastraea_faveolata	None	EN	10.276389	C_17_Orb_fave6_Cart_20150308	C_17_Orb_fave6_Cart_20150308	-75.596944	None	spawner	1	0	stony corals	Not collected	Atlantic	Caribbean	Atlantic	Not collected	Not collected	612	n	Not collected	Not collected	Not collected	Not collected	n	612	Not collected	Medina Lab, Penn State, USA can be reextracted	FALSE	Colombia	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	10895	Not collected	Not collected	Varadero	Fringing Reef	Not collected	Not collected	coral	Coral Tissue	E5_Cartagena_Colombia_2015	coral reef metagenome	n	n	hermaphrodite	inshore	Cartagena	Not collected	1.18	g cm-3	Not collected	0.249039798	mya	None	Not collected	Not collected	Not collected	n	no	Montastraea faveolata	471232	Cnidaria_Anthozoa_Scleractinia_XVII	Cnidaria_Anthozoa	Cnidaria_Anthozoa_Scleractinia_Merulinidae	Cnidaria_Anthozoa_Scleractinia	Cnidaria_Anthozoa_Hexacorallia	26	T	Not collected	GCMP	Not collected	None	Not collected	None	Not collected	Not collected	Not collected	zooxanthellate
10895.E5.21.Dip.laby.1.20150307.M	Not collected	common	None	805	n	Not collected	Not collected	n	Not collected	n	None	Coral Mucus	y	Not collected	None	Monica Medina	Varadero_20150307	9:10	3/7/15 9:10	colonial	18	32.33	Not collected	cm	Not collected	Not collected	E5.21.Dip.laby.1.20150307	12	2	Not collected	1	None	robust	20150307	Agaricia muerta, cascajo, A tenuifolia,	Not collected	Not collected	None	Not collected	5.8	mm	4.3	mm	Colombia	n	None	0	1	3/7/15	5.4864	43	m	measured	1	m	Coral Mucus from Diploria labyrinthiformis sampled from Cartagena, Colombia as sample E5.21.Dip.labe1.Cart.20150307 of the Global Coral Microbiome Project	Not collected	Not collected	TRUE	Not collected	Not collected	0	Host-asssociated	Animal	Animal secretion	marine coral reef biome	animal-associated habitat	organic material	host-associated	E5	Mussidae	Diploria	Diploria labyrinthiformis	labyrinthiformis	Atlantic;Atlantic;Caribbean;Colombia;N;Cartagena;Varadero	Cnidaria_Anthozoa_Scleractinia_XXI_Diploria_labyrinthiformis	Stress-tolerant	61.7	mya	Colombia	n	massive	Not collected	Northern	XXI	21	stony corals	Diploria	Diploria	Diploria labyrinthiformis	Diploria labyrinthiformis	labyrinthiformis	labyrinthiformis	E5.21.Dip.laby.1.20150307	242715	FAV_Diploria_labyrinthiformis	None	LC	10.301167	C_21_Dip_labe1_Cart_20150307	C_21_Dip_labe1_Cart_20150307	-75.585	None	spawner	0	0	stony corals	Not collected	Atlantic	Caribbean	Atlantic	Not collected	Not collected	805	n	Not collected	Not collected	Not collected	Not collected	n	805	Not collected	Medina Lab, Penn State, USA can be reextracted	FALSE	Colombia	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	10895	Not collected	Not collected	Varadero	Fringing Reef	Not collected	Not collected	coral	Coral Mucus	E5_Cartagena_Colombia_2015	coral reef metagenome	n	n	hermaphrodite	inshore	Cartagena	Not collected	1.395	g cm-3	Not collected	1.328614072	mya	None	Not collected	attached	Not collected	n	Not collected	Not collected	471232	Cnidaria_Anthozoa_Scleractinia_XXI	Cnidaria_Anthozoa	Cnidaria_Anthozoa_Scleractinia_Mussidae	Cnidaria_Anthozoa_Scleractinia	Cnidaria_Anthozoa_Hexacorallia	28	M	Not collected	GCMP	0	None	Not collected	None	clear	broad	Not collected	zooxanthellate
